PlayerId;TeamId;FranchiseId;GP;G;A;+/-;PIM;PP G;PP A;SH G;SH A;Fights;Fights_Won;HIT;GvA;TkA;SB;GR;Game Rating Off;Game Rating Def;SOG;TOI;PPTOI;SHTOI;PDO;GF/60;GA/60;SF/60;SA/60;CF;CA;CF%;CF% rel;FF;FA;FF%;FF% rel;GWG;FO;FOW
5659;5;5;25;3;7;-12;61;2;1;0;0;3;1;36;5;19;46;61;54;67;42;27373;3507;3455;95.1;2.8;4.1;25.8;26.0;315;362;46.5;2.9;228;231;49.7;4.3;0;0;0
4492;120;120;30;1;9;-3;17;1;0;0;2;1;0;42;4;21;40;64;59;69;49;29551;775;5610;96.0;2.3;2.9;29.1;24.5;415;339;55.0;2.6;265;241;52.4;3.8;0;0;0
5078;10;10;27;14;11;3;20;4;4;0;1;0;0;30;27;30;11;73;66;72;64;27348;6805;456;97.9;3.7;3.4;33.4;26.1;435;335;56.5;2.9;291;230;55.9;3.4;2;442;222
5244;9;9;28;1;6;5;27;0;0;0;0;1;1;35;12;24;61;65;51;74;18;27690;465;4692;101.2;3.6;3.1;26.1;24.6;321;343;48.3;1.3;225;223;50.2;0.1;1;0;0
5865;118;118;17;0;2;-8;20;0;0;0;0;0;0;23;8;10;37;63;50;73;16;15229;79;2602;92.6;1.7;3.5;24.6;25.1;209;204;50.6;-2.5;131;126;51.0;0.8;0;0;0
3873;131;131;28;4;8;-9;21;1;2;0;1;1;0;37;16;12;8;62;59;62;35;25952;1372;1345;100.1;1.9;3.2;22.3;37.0;309;427;42.0;-2.7;195;302;39.2;-5.9;1;4;1
5246;3;3;26;8;14;24;11;0;0;0;0;1;0;44;25;8;22;68;63;69;79;25938;1324;1112;106.7;5.0;1.5;36.8;22.1;441;320;58.0;4.0;308;189;62.0;4.0;3;3;1
5417;3;3;26;4;17;13;8;0;0;0;0;0;0;39;28;16;8;72;69;68;52;22935;1162;3253;105.4;4.2;2.0;29.7;22.9;303;263;53.5;-2.6;224;172;56.6;-4.0;0;74;28
4747;10;10;27;6;9;-1;12;1;1;2;2;0;0;37;17;9;4;60;55;62;27;14515;2013;1223;94.9;2.5;3.7;30.8;28.3;200;201;49.9;-5.7;137;130;51.3;-2.7;4;23;6
5866;121;121;26;4;14;0;8;1;1;0;0;0;0;25;20;26;14;72;66;72;45;24200;5392;1110;102.6;3.3;2.5;27.7;27.5;347;290;54.5;0.7;222;214;50.9;-0.6;0;59;30
4365;3;3;26;13;17;20;10;2;3;1;0;0;0;66;20;14;14;82;78;75;49;24771;6008;119;106.1;4.2;1.3;32.6;19.2;385;289;57.1;2.5;259;158;62.1;3.9;2;33;20
3963;131;131;28;2;6;-8;11;0;0;0;0;1;0;43;13;8;6;62;59;61;27;20115;53;6;96.8;2.0;3.4;24.0;29.9;238;293;44.8;1.3;161;197;45.0;2.1;0;1;0
4366;123;123;11;1;3;-3;12;0;0;0;0;2;0;12;1;8;7;64;61;56;12;11323;522;480;98.8;3.8;4.8;27.0;31.2;140;136;50.7;7.4;93;113;45.1;4.6;0;0;0
5080;120;120;30;8;9;3;37;0;1;2;0;3;1;58;34;14;22;68;64;68;69;27279;226;5192;98.9;2.6;2.6;28.6;25.6;366;310;54.1;1.2;241;224;51.8;2.9;0;140;51
4615;118;118;17;4;4;-5;8;2;2;0;0;0;0;16;6;9;10;62;55;69;20;10595;2986;154;96.6;1.7;3.1;25.5;30.2;122;167;42.2;-9.0;83;110;43.0;-9.1;0;94;47
4750;131;131;28;1;4;-8;13;0;1;0;0;1;1;29;10;14;70;64;51;74;18;27959;341;1701;97.1;1.7;3.0;24.3;30.3;342;419;44.9;1.6;219;275;44.3;1.4;0;0;0
4367;10;10;27;5;19;-1;36;2;6;0;3;2;0;42;3;37;43;70;64;77;49;28892;6168;3233;96.4;2.9;3.4;31.4;26.4;445;344;56.4;2.8;292;254;53.5;-0.2;0;0;0
5868;121;121;26;15;13;-7;6;4;5;0;0;0;0;18;35;14;12;70;65;68;83;25907;6433;336;98.9;3.8;3.9;30.3;28.9;383;312;55.1;1.7;260;245;51.5;0.2;2;313;168
4158;10;10;27;1;12;6;8;0;0;0;2;0;0;24;7;19;40;64;59;68;37;27235;263;1701;98.6;3.2;3.0;29.3;24.8;399;356;52.8;-2.6;265;237;52.8;-1.2;0;0;0
4751;120;120;30;12;14;-5;19;2;8;0;0;1;0;15;27;15;8;67;62;65;56;26597;6162;36;98.0;3.0;3.4;26.3;25.4;368;332;52.6;-1.1;228;233;49.5;-0.6;3;451;261
4752;118;118;22;5;6;5;28;0;0;0;0;2;0;30;10;1;8;58;55;60;28;11607;302;1728;102.9;5.0;3.4;32.9;27.9;164;161;50.5;-0.2;122;107;53.3;3.3;1;8;1
6346;130;130;28;16;12;-11;18;5;6;1;0;0;0;26;23;24;15;67;65;72;93;29242;7248;507;96.8;2.7;3.8;25.9;27.9;320;383;45.5;-0.7;240;264;47.6;1.6;2;542;285
4617;121;121;25;1;5;-1;4;0;0;0;0;0;0;10;6;7;5;58;52;60;19;10469;699;1448;102.8;3.8;3.8;26.8;33.4;137;129;51.5;-3.1;94;103;47.7;-4.4;0;124;61
4369;8;8;28;19;17;17;23;7;4;1;2;1;1;17;19;31;21;72;65;77;91;25642;5279;4208;104.3;4.1;1.8;34.0;23.7;430;327;56.8;6.7;282;199;58.6;7.4;3;485;261
4754;120;120;30;1;4;6;58;0;0;0;0;8;0;25;7;11;26;65;59;63;36;28198;582;1483;103.5;3.6;2.6;27.1;26.4;368;333;52.5;-1.2;244;248;49.6;-0.4;0;1;0
4618;120;120;30;3;3;-2;17;0;0;0;0;1;0;22;12;5;3;61;55;59;28;12957;1859;107;98.4;2.5;2.8;27.2;25.8;186;145;56.2;3.4;109;108;50.2;0.4;0;4;0
4756;0;0;25;1;15;8;45;1;2;0;0;3;0;35;5;16;43;62;55;71;27;27013;1228;3669;100.4;3.6;2.4;30.3;20.9;376;287;56.7;3.0;270;186;59.2;4.5;0;0;0
3967;123;123;28;8;10;0;14;0;2;0;0;0;0;44;16;3;11;66;61;63;41;25898;2377;899;105.3;3.2;3.2;19.9;29.7;259;344;43.0;-3.3;175;241;42.1;-1.5;1;55;30
5870;8;8;20;0;5;-9;18;0;0;0;2;2;0;24;2;5;20;62;55;65;15;18002;7;1246;92.9;2.2;4.2;29.4;28.8;251;243;50.8;-3.0;169;157;51.8;-3.5;0;0;0
5248;10;10;27;6;8;7;14;0;1;1;0;0;0;47;7;17;51;66;61;69;60;30256;2107;1990;99.6;3.9;3.3;31.3;25.7;458;392;53.9;-1.1;309;262;54.1;0.9;0;0;0
5871;118;118;23;6;13;-5;69;0;1;0;0;4;0;24;17;18;16;70;65;73;28;23594;5583;577;99.1;4.0;4.3;25.2;25.6;308;290;51.5;2.5;204;196;51.0;0.4;1;413;246
