Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
7322;5090;8;91;29;1;28;.966;3600000;0
7336;4142;120;90;28;1;27;.964;3600000;0
7336;4472;123;0;0;0;0;.00nan;0;0
7336;4603;123;88;27;1;26;.963;3600000;0
7336;4958;120;0;0;0;0;.00nan;0;0
7338;4343;5;0;0;0;0;.00nan;0;0
7338;4048;8;75;29;3;26;.897;3600000;0
7338;5090;8;0;0;0;0;.00nan;0;0
7338;4379;5;49;17;3;14;.824;3600000;0
7339;4598;9;0;0;0;0;.00nan;0;0
7339;3139;10;0;0;0;0;.00nan;0;0
7339;5106;10;90;25;1;24;.960;3600000;0
7339;2961;9;79;28;2;26;.929;3600000;0
7352;3541;121;0;0;0;0;.00nan;0;0
7352;4598;9;100;26;0;26;1.000;3600000;0
7352;3679;121;39;25;5;20;.800;3600000;0
7352;2961;9;0;0;0;0;.00nan;0;0
7292;3955;118;0;0;0;0;.00nan;0;0
7292;5060;118;33;33;7;26;.788;3600000;0
7292;4150;0;0;0;0;0;.00nan;0;0
7292;4960;0;52;19;3;16;.842;3600000;0
7362;4735;3;69;16;1;15;.938;3600000;0
7362;3139;10;0;0;0;0;.00nan;0;0
7362;5106;10;52;24;4;20;.833;3600000;0
7362;2959;3;0;0;0;0;.00nan;0;0
7340;4142;120;0;0;0;0;.00nan;0;0
7340;4048;8;96;17;0;17;1.000;3600000;0
7340;4958;120;59;23;3;20;.870;3600000;0
7340;5090;8;0;0;0;0;.00nan;0;0
7685;3541;121;0;0;0;0;.00nan;0;0
7685;4472;123;69;28;3;25;.893;3600000;0
7685;4603;123;0;0;0;0;.00nan;0;0
7685;3679;121;60;23;3;20;.870;3600000;0
7358;4343;5;61;34;5;29;.853;3600000;0
7358;4150;0;88;27;1;26;.963;3600000;0
7358;4960;0;0;0;0;0;.00nan;0;0
7358;4379;5;0;0;0;0;.00nan;0;0
7293;3955;118;0;0;0;0;.00nan;0;0
7293;5060;118;61;12;1;11;.917;3600000;0
7293;4616;119;0;0;0;0;.00nan;0;0
7293;5103;119;58;29;4;25;.862;3579200;0
7680;4598;9;81;23;1;22;.957;3600000;0
7680;4048;8;0;0;0;0;.00nan;0;0
7680;5090;8;90;34;2;32;.941;3578800;0
7680;2961;9;0;0;0;0;.00nan;0;0
7326;4472;123;0;0;0;0;.00nan;0;0
7326;4603;123;66;21;2;19;.905;3600000;0
7326;4616;119;0;0;0;0;.00nan;0;0
7326;5103;119;55;21;3;18;.857;3534200;0
7673;4933;122;98;37;1;36;.973;3546750;0
7673;4051;122;0;0;0;0;.00nan;0;0
7673;3139;10;0;0;0;0;.00nan;0;0
7673;5106;10;100;25;0;25;1.000;3600000;0
7341;4142;120;70;22;2;20;.909;3600000;0
7341;4735;3;0;0;0;0;.00nan;0;0
7341;4958;120;0;0;0;0;.00nan;0;0
7341;2959;3;55;15;2;13;.867;3600000;0
7294;3541;121;0;0;0;0;.00nan;0;0
7294;3955;118;0;0;0;0;.00nan;0;0
7294;5060;118;55;22;3;19;.864;3573000;0
7294;3679;121;54;14;2;12;.857;3600000;0
7363;4343;5;83;23;1;22;.957;3600000;0
7363;4048;8;0;0;0;0;.00nan;0;0
7363;5090;8;59;36;5;31;.861;3600000;0
7363;4379;5;0;0;0;0;.00nan;0;0
7369;4598;9;55;27;4;23;.852;3600000;0
7369;4150;0;0;0;0;0;.00nan;0;0
7369;4960;0;65;37;5;32;.865;3600000;0
7369;2961;9;0;0;0;0;.00nan;0;0
7687;4472;123;0;0;0;0;.00nan;0;0
7687;4603;123;56;28;4;24;.857;3584250;0
7687;4616;119;0;0;0;0;.00nan;0;0
7687;5103;119;65;26;3;23;.885;3600000;0
7359;4598;9;0;0;0;0;.00nan;0;0
7359;3139;10;0;0;0;0;.00nan;0;0
7359;5106;10;70;23;2;21;.913;3600000;0
7359;2961;9;45;26;5;21;.808;3600000;0
7344;4142;120;65;25;3;22;.880;3600000;0
7344;4933;122;57;35;5;30;.857;3534500;0
7344;4051;122;0;0;0;0;.00nan;0;0
7344;4958;120;0;0;0;0;.00nan;0;0
7306;3955;118;0;0;0;0;.00nan;0;0
7306;5060;118;79;27;2;25;.926;3600000;0
7306;4616;119;0;0;0;0;.00nan;0;0
7306;5103;119;56;22;3;19;.864;3582000;0
7373;4735;3;100;31;0;31;1.000;3600000;0
7373;4150;0;83;35;3;32;.914;3600000;0
7373;4960;0;0;0;0;0;.00nan;0;0
7373;2959;3;0;0;0;0;.00nan;0;0
7508;4472;123;0;0;0;0;.00nan;0;0
7508;4603;123;100;36;1;35;.972;3600000;0
7508;4735;3;0;0;0;0;.00nan;0;0
7508;2959;3;52;20;3;17;.850;3531950;0
7379;3541;121;0;0;0;0;.00nan;0;0
7379;4933;122;30;26;6;20;.769;3600000;0
7379;4051;122;0;0;0;0;.00nan;0;0
7379;3679;121;60;17;2;15;.882;3600000;0
7391;4343;5;32;21;5;16;.762;3600000;0
7391;4150;0;0;0;0;0;.00nan;0;0
7391;4960;0;88;33;2;31;.939;3600000;0
