PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
696;1984;294;12;7;3;3;0;4;1;0;0;0;62;1;10;0;0;5;0;1;9;3489;1245;47;0;0
696;1983;223;9;2;0;0;2;0;0;0;0;0;61;0;7;0;0;1;1;1;0;1500;471;0;0;0
696;1982;226;9;4;1;1;0;1;1;0;0;0;57;0;8;1;0;1;2;0;1;3193;826;9;0;0
696;1981;226;9;3;1;2;0;1;1;1;0;0;61;0;7;2;1;0;2;1;2;2301;191;71;0;0
696;1980;254;10;4;1;0;2;-8;1;0;0;0;58;1;10;6;5;2;0;0;4;3208;693;225;0;0
696;1979;279;9999;3;3;10;6;5;0;3;0;0;87;0;3;2;2;8;0;3;0;2290;680;52;0;0
747;1985;301;12;4;0;0;11;-1;0;0;0;0;59;0;3;0;0;2;0;0;8;3523;89;618;1;0
747;1984;301;12;7;0;0;8;-4;0;0;0;0;51;0;13;0;0;10;2;3;2;6168;66;1095;0;0
747;1983;250;10;3;0;0;2;1;0;0;0;0;54;0;1;0;0;4;3;1;3;2862;29;741;0;0
747;1979;237;9;3;1;1;0;4;1;0;0;0;57;0;10;0;0;2;0;0;4;3427;132;183;0;0
747;1980;237;9;7;1;3;16;3;0;1;0;0;60;0;12;0;0;10;2;2;16;6281;456;695;0;0
747;1981;237;9;3;1;1;0;1;0;0;0;0;53;0;7;0;0;2;0;0;3;3251;0;297;0;0
747;1982;237;9;5;0;1;2;1;0;0;0;0;53;0;9;0;0;5;1;2;3;4418;0;526;0;0
825;1985;283;12;7;1;0;2;0;0;0;0;0;56;0;4;86;46;4;2;3;1;4249;0;1515;0;0
825;1984;283;12;7;2;2;0;0;0;0;0;0;59;0;9;90;50;4;3;3;0;4189;167;1334;0;0
825;1982;222;9;5;0;0;0;-3;0;0;0;0;57;0;7;39;16;1;0;1;4;3013;134;845;0;0
825;1979;21;0;7;1;0;9;-2;0;0;0;0;58;0;10;88;44;4;6;3;2;5357;0;479;1;1
825;1980;21;0;3;0;0;5;0;0;0;0;0;58;0;1;1;0;7;2;1;1;1333;0;62;1;0
825;1980;242;10;1;0;0;2;0;0;0;0;0;68;0;1;17;10;2;0;1;0;852;0;142;0;0
825;1981;242;10;5;1;2;2;2;0;0;0;0;60;0;3;49;28;1;0;1;2;3485;109;911;0;0
859;1985;287;12;5;0;1;4;-3;0;0;0;0;58;0;4;0;0;2;0;4;3;4260;600;449;0;0
859;1984;287;12;7;0;1;2;-1;0;1;0;0;55;0;7;0;0;5;2;2;5;6833;429;505;0;0
859;1983;242;10;4;1;1;2;0;0;0;0;1;58;0;5;0;0;2;1;1;12;3808;373;284;0;0
859;1982;222;9;4;0;1;4;1;0;0;0;0;67;0;6;0;0;5;0;2;12;4315;179;409;0;0
859;1981;233;9;6;0;1;2;1;0;0;0;0;58;0;8;0;0;6;2;5;11;6285;35;435;0;0
859;1980;226;9;7;2;3;0;3;0;0;0;0;54;0;17;0;0;5;0;2;7;7298;0;768;0;0
859;1979;226;9;3;1;0;0;-2;0;0;0;0;54;1;5;0;0;3;1;0;4;2976;0;311;0;0
901;1979;236;9;5;5;2;6;6;0;0;0;0;69;0;11;87;51;9;2;2;5;5283;337;290;0;0
901;1979;15;9999;5;6;11;8;-5;1;4;0;0;75;0;7;75;44;9;0;3;1;3975;1068;9;0;0
901;1980;279;9999;5;4;0;7;2;0;0;0;0;64;1;12;47;19;6;1;3;2;4763;308;285;1;0
901;1980;19;0;4;0;1;0;1;0;0;0;0;58;0;1;11;5;3;2;2;0;1392;94;0;0;0
901;1981;19;0;7;2;2;4;3;0;0;0;0;59;1;7;76;35;3;0;4;1;5258;0;37;0;0
901;1982;279;0;7;2;2;7;-2;0;0;0;0;58;0;9;57;34;3;6;4;0;5164;76;233;1;0
901;1984;16;0;7;2;1;9;-7;0;0;0;0;53;0;5;6;5;5;1;3;2;3572;68;83;1;0
901;1985;16;0;7;0;1;5;-1;0;0;0;0;54;0;2;44;17;4;1;1;0;3592;12;33;1;0
903;1985;289;12;7;2;2;10;0;0;0;0;0;59;0;11;3;1;12;0;1;2;4874;1042;68;0;0
903;1984;289;12;7;2;1;6;0;0;0;0;0;63;0;10;12;8;6;1;3;6;4520;425;372;0;0
903;1983;241;10;4;0;1;5;-1;0;0;0;0;54;0;8;8;1;9;0;2;1;3084;537;424;1;0
903;1982;243;10;4;0;0;4;-3;0;0;0;0;53;0;8;6;3;3;1;1;4;3344;22;233;0;0
903;1981;216;9;4;2;3;0;1;0;1;0;0;60;0;9;0;0;6;2;1;4;3490;432;138;0;0
903;1980;216;9;5;0;1;0;-4;0;1;0;0;58;0;16;9;5;1;3;0;5;4590;978;258;0;0
903;1979;216;9;7;1;2;4;-6;0;0;0;0;60;0;17;6;3;10;2;2;5;5760;1336;435;0;0
985;1983;278;0;7;0;0;28;-1;0;0;0;0;59;0;3;0;0;6;1;3;11;6362;43;129;2;0
985;1979;15;9999;5;5;7;2;2;1;0;0;0;35;0;5;0;0;13;0;1;9;5042;278;338;0;0
985;1982;278;0;2;0;1;0;1;0;0;0;0;61;0;1;0;0;1;0;0;1;1453;0;0;0;0
1002;1979;242;10;7;0;1;24;-1;0;0;0;0;55;0;7;0;0;11;0;4;7;7050;108;1189;4;0
1127;1986;236;9;1;0;0;0;0;0;0;0;0;55;0;0;0;0;1;0;0;0;284;201;0;0;0
1127;1983;243;10;4;1;0;2;-5;0;0;0;0;54;0;3;1;0;4;2;3;10;3813;262;65;0;0
1127;1984;216;9;5;2;3;0;8;1;1;0;0;62;0;8;8;5;3;0;2;1;3562;856;161;0;0
1183;1984;226;9;1;0;0;0;-2;0;0;0;0;46;0;1;1;1;2;1;2;0;739;82;15;0;0
1183;1982;224;9;2;0;0;2;0;0;0;0;0;63;0;7;0;0;8;0;0;0;1268;222;98;0;0
1183;1979;224;9;3;1;4;0;0;1;1;0;0;69;0;5;11;4;2;2;1;2;2548;642;362;0;0
